episode_dqn,controller_dqn,seed,traffic_scenario,realized_scenario_dqn,avg_waiting_time_dqn,max_waiting_time_dqn,avg_queue_dqn,max_queue_dqn,throughput_dqn,episode_reward_dqn,departed_dqn,unfinished_dqn,pending_dqn,max_pending_dqn,collisions_dqn,teleports_dqn,duration_dqn,reward_queue_dqn,reward_waiting_dqn,reward_max_waiting_dqn,reward_switching_dqn,phase_changes_dqn,forced_changes_dqn,scheduled_dqn,not_inserted_dqn,route_sha256_dqn,model_index,model_source,episode_fixed,controller_fixed,realized_scenario_fixed,avg_waiting_time_fixed,max_waiting_time_fixed,avg_queue_fixed,max_queue_fixed,throughput_fixed,episode_reward_fixed,departed_fixed,unfinished_fixed,pending_fixed,max_pending_fixed,collisions_fixed,teleports_fixed,duration_fixed,reward_queue_fixed,reward_waiting_fixed,reward_max_waiting_fixed,reward_switching_fixed,phase_changes_fixed,forced_changes_fixed,scheduled_fixed,not_inserted_fixed,route_sha256_fixed
141,dqn,4021,heavy,heavy,29.225925925925925,187.0,39.455,110,288,-153.09688406257123,405,117,0,2,0,0,300.0,-120.5812507472001,-8.834591667760831,-16.68104164761024,-7.000000000000004,35,6,405,0,8b1ffb7ca417628452c0b7ebae2eed5053b0a4bfa301750c76a0840c33033266,0,results\heldout_approach\dqn_s11\episodes.csv,141,fixed,heavy,26.653086419753087,122.5,35.983333333333334,75,300,-148.6576256268359,405,105,0,2,0,0,300.0,-119.95625065965578,-6.336374995897494,-15.764999971282666,-6.600000000000003,33,0,405,0,8b1ffb7ca417628452c0b7ebae2eed5053b0a4bfa301750c76a0840c33033266
142,dqn,4022,heavy,heavy,34.58965517241379,212.0,50.155,118,320,-177.51359135105045,435,115,0,2,0,0,300.0,-139.78749969275668,-12.270258322584402,-19.455833335709777,-6.000000000000003,30,9,435,0,e0a13d3125f3f81c662047fa4c4c3a17d978827f038694defcf26d9cca0bb022,0,results\heldout_approach\dqn_s11\episodes.csv,142,fixed,heavy,32.37471264367816,122.5,46.943333333333335,91,321,-172.71137982697329,435,114,0,2,0,0,300.0,-142.63750065444037,-7.777004179867073,-15.696874992665844,-6.600000000000003,33,0,435,0,e0a13d3125f3f81c662047fa4c4c3a17d978827f038694defcf26d9cca0bb022
143,dqn,4023,heavy,heavy,33.011286681715575,162.0,48.74666666666667,122,322,-176.53737925344444,443,121,0,4,0,0,300.0,-138.40000012796372,-11.95842080437432,-19.57895832110665,-6.600000000000003,33,9,443,0,ba4339989031710506343f4e59346511c5891bac2c441853bf3436da644c79cf,0,results\heldout_approach\dqn_s11\episodes.csv,143,fixed,heavy,30.71783295711061,101.0,45.36,96,315,-159.87897157719198,443,128,0,4,0,0,300.0,-133.37500071618706,-7.34959584010139,-12.554375020903525,-6.600000000000003,33,0,443,0,ba4339989031710506343f4e59346511c5891bac2c441853bf3436da644c79cf
144,dqn,4024,heavy,heavy,37.87759815242495,187.5,54.67,119,306,-173.69362068864382,433,127,0,2,0,0,300.0,-135.07499986561015,-13.504245830573174,-19.11437499246096,-6.000000000000003,30,11,433,0,effb1ecdab34b048e8f4d84a185a216e6f9f25e4c12d454d6f56cf8c4063a640,0,results\heldout_approach\dqn_s11\episodes.csv,144,fixed,heavy,30.8810623556582,124.0,44.571666666666665,85,322,-163.0647344782032,433,111,0,2,0,0,300.0,-133.49375113472342,-7.905358354911733,-15.065624988568024,-6.600000000000003,33,0,433,0,effb1ecdab34b048e8f4d84a185a216e6f9f25e4c12d454d6f56cf8c4063a640
145,dqn,4025,heavy,heavy,35.30952380952381,216.0,49.435,117,301,-172.85635405349984,420,119,0,2,0,0,300.0,-135.50624989299104,-12.603437489313349,-18.346666671196004,-6.400000000000003,32,7,420,0,b48b26fbd01bf8e9c4edad5329547d5a993c9d41024f4caad3391da18af11287,0,results\heldout_approach\dqn_s11\episodes.csv,145,fixed,heavy,31.73452380952381,120.5,44.428333333333335,88,310,-165.65704236942915,420,110,0,2,0,0,300.0,-135.4562507220544,-8.462666670951148,-15.138124976423573,-6.600000000000003,33,0,420,0,b48b26fbd01bf8e9c4edad5329547d5a993c9d41024f4caad3391da18af11287
146,dqn,4026,heavy,heavy,37.92857142857143,171.0,53.1,126,306,-175.46658810277063,420,114,0,2,0,0,300.0,-138.41875061532485,-13.373462487851066,-18.074374999594887,-5.600000000000002,28,9,420,0,3f58be61710f9532721e0df05cc2912f89742fca0aa3543c0da11d8eb3afa171,0,results\heldout_approach\dqn_s11\episodes.csv,146,fixed,heavy,34.71190476190476,124.5,48.59666666666666,89,313,-185.05040456745988,420,107,0,2,0,0,300.0,-153.3750003632158,-9.188112504107265,-15.88729170013685,-6.600000000000003,33,0,420,0,3f58be61710f9532721e0df05cc2912f89742fca0aa3543c0da11d8eb3afa171
147,dqn,4027,heavy,heavy,31.99875,106.0,42.665,111,307,-143.91867155054132,400,93,0,2,0,0,300.0,-114.81875069672242,-8.78825418419219,-14.511666669626738,-5.8000000000000025,29,6,400,0,f9180939ec5bf067c9b9e47891d9db5097345d8aee7a3bcbed0f379b4d2ffb57,0,results\heldout_approach\dqn_s11\episodes.csv,147,fixed,heavy,28.725,122.5,38.3,75,319,-155.7834294881447,400,81,0,2,0,0,300.0,-128.40625032037497,-6.404054175550845,-14.373124992218816,-6.600000000000003,33,0,400,0,f9180939ec5bf067c9b9e47891d9db5097345d8aee7a3bcbed0f379b4d2ffb57
148,dqn,4028,heavy,heavy,32.64423076923077,201.5,45.266666666666666,87,303,-171.49231364304276,416,113,0,2,0,0,300.0,-135.1062511811033,-11.641270794473536,-18.34479166746606,-6.400000000000003,32,8,416,0,318c7d76d874a494b87738a905c1d3875c617157ebba5283830df93d6c0030af,0,results\heldout_approach\dqn_s11\episodes.csv,148,fixed,heavy,31.974759615384617,142.0,44.33833333333333,84,312,-177.02612124650122,416,104,0,3,0,0,300.0,-144.46250042458996,-8.735912494210787,-17.22770832770039,-6.600000000000003,33,0,416,0,318c7d76d874a494b87738a905c1d3875c617157ebba5283830df93d6c0030af
149,dqn,4029,heavy,heavy,35.328537170263786,170.0,49.10666666666667,131,304,-167.78362140752628,417,113,0,4,0,0,300.0,-133.52500058151782,-10.975287496035886,-17.283333329972812,-6.000000000000003,30,8,417,0,ff9476e3ba71cdd6ec3eb163ef1e41d5cf3aa8d580b9731cf23c35a6bf15acb5,0,results\heldout_approach\dqn_s11\episodes.csv,149,fixed,heavy,30.02158273381295,132.0,41.73,82,314,-167.13430051871333,417,103,0,3,0,0,300.0,-136.73750051530078,-7.461799999049255,-16.33500000436325,-6.600000000000003,33,0,417,0,ff9476e3ba71cdd6ec3eb163ef1e41d5cf3aa8d580b9731cf23c35a6bf15acb5
150,dqn,4030,heavy,heavy,31.652073732718893,139.0,45.79,101,324,-164.3746634668445,434,110,0,3,0,0,300.0,-133.175000957679,-9.48591251298858,-16.11374999617692,-5.600000000000002,28,8,434,0,19f2ca75fc0577990771d2de03d7e3068ca86536d778f335ace20346ca2889f1,0,results\heldout_approach\dqn_s11\episodes.csv,150,fixed,heavy,29.39516129032258,115.5,42.525,88,314,-163.0010881480754,434,120,0,3,0,0,300.0,-135.65625064540654,-6.9660875005407465,-13.778750002128072,-6.600000000000003,33,0,434,0,19f2ca75fc0577990771d2de03d7e3068ca86536d778f335ace20346ca2889f1
151,dqn,4001,low,low,8.628571428571428,54.0,1.0066666666666666,6,34,-12.153479268799858,35,1,0,0,0,0,300.0,-3.775000099092722,-0.0830625001362932,-3.0954166695708434,-5.200000000000002,26,8,35,0,2dddd0f73fe9bbb35ae579546032c85f7fce116d1a562afcef32ccd0582e0731,0,results\heldout_approach\dqn_s11\episodes.csv,151,fixed,low,9.485714285714286,28.5,1.106666666666667,5,34,-13.306679242920652,35,1,0,0,0,0,300.0,-4.150000070221722,-0.059387500003504,-2.497291672695428,-6.600000000000003,33,0,35,0,2dddd0f73fe9bbb35ae579546032c85f7fce116d1a562afcef32ccd0582e0731
152,dqn,4002,low,low,7.769230769230769,53.5,1.01,5,39,-11.480458403764349,39,0,0,1,0,0,300.0,-3.787500069011003,-0.0640000000261352,-2.428958334727213,-5.200000000000002,26,7,39,0,e7fd833786027c15be1db1c45e2a5f59682e3f901c0848128aa634ad350a8c95,0,results\heldout_approach\dqn_s11\episodes.csv,152,fixed,low,9.307692307692308,29.0,1.21,5,39,-12.909500089261558,39,0,0,1,0,0,300.0,-4.537500082980841,-0.0542916668317047,-1.7177083394490178,-6.600000000000003,33,0,39,0,e7fd833786027c15be1db1c45e2a5f59682e3f901c0848128aa634ad350a8c95
153,dqn,4003,low,low,7.348214285714286,35.0,1.3716666666666666,4,56,-13.273641772364504,56,0,0,0,0,0,300.0,-5.143750102259219,-0.0817666666873264,-2.848125003417956,-5.200000000000002,26,8,56,0,d08818536a9b7800d8960a14c0e700b2b8fcc9365ea8d25fcc502ebb48a61b7d,0,results\heldout_approach\dqn_s11\episodes.csv,153,fixed,low,10.508928571428571,46.0,1.961666666666667,6,56,-17.52334183330094,56,0,0,0,0,0,300.0,-7.356250166893005,-0.1177166668363497,-3.4493749995715928,-6.600000000000003,33,0,56,0,d08818536a9b7800d8960a14c0e700b2b8fcc9365ea8d25fcc502ebb48a61b7d
154,dqn,4004,low,low,8.5,47.5,1.02,4,35,-12.012720900504055,36,1,0,0,0,0,300.0,-3.825000065844506,-0.0748041666440258,-3.112916668015532,-5.000000000000002,25,9,36,0,023a27bd6e206e4cf82e925c51297134d3764af7b9ce53449133d775d7d13e4d,0,results\heldout_approach\dqn_s11\episodes.csv,154,fixed,low,8.597222222222221,29.0,1.0316666666666667,4,36,-12.212266749772246,36,0,0,0,0,0,300.0,-3.868750078137964,-0.047058333386667,-1.6964583382476115,-6.600000000000003,33,0,36,0,023a27bd6e206e4cf82e925c51297134d3764af7b9ce53449133d775d7d13e4d
155,dqn,4005,low,low,6.0131578947368425,46.5,0.7616666666666667,5,38,-9.525895889571258,38,0,0,0,0,0,300.0,-2.856250053737313,-0.0429791665425,-1.6266666692914438,-5.000000000000002,25,8,38,0,bff66dedc9ef9b922c14310757540da291e2928f3d8c106f342f1afe331d6038,0,results\heldout_approach\dqn_s11\episodes.csv,155,fixed,low,9.88157894736842,28.5,1.2516666666666667,6,38,-13.003516759636112,38,0,0,0,0,0,300.0,-4.693750087171793,-0.0589333332201931,-1.6508333392441272,-6.600000000000003,33,0,38,0,bff66dedc9ef9b922c14310757540da291e2928f3d8c106f342f1afe331d6038
156,dqn,4006,low,low,8.60344827586207,45.0,0.8316666666666667,4,27,-10.31362088629394,29,2,0,0,0,0,300.0,-3.1187500464729965,-0.0559124999621417,-2.1389583398587995,-5.000000000000002,25,8,29,0,047b99798f577385b0013f5137753387df32f77d878587c59815e83ce1d83522,0,results\heldout_approach\dqn_s11\episodes.csv,156,fixed,low,8.931034482758621,29.0,0.8633333333333333,5,29,-11.385025069717818,29,0,0,0,0,0,300.0,-3.237500065006316,-0.0427333332780108,-1.5047916714334857,-6.600000000000003,33,0,29,0,047b99798f577385b0013f5137753387df32f77d878587c59815e83ce1d83522
157,dqn,4007,low,low,7.182926829268292,31.5,0.9816666666666668,4,41,-10.98413340741972,41,0,0,0,0,0,300.0,-3.6812500720843673,-0.0480916667889687,-1.854791668546385,-5.400000000000002,27,7,41,0,9bdb342d011ac953d0b06c811f3677b3571a31e8aa979b80a8054eee11d5eb6a,0,results\heldout_approach\dqn_s11\episodes.csv,157,fixed,low,8.878048780487806,30.0,1.2133333333333334,5,41,-13.08427093642168,41,0,0,0,0,0,300.0,-4.550000096205622,-0.0582291667895333,-1.8760416734265155,-6.600000000000003,33,0,41,0,9bdb342d011ac953d0b06c811f3677b3571a31e8aa979b80a8054eee11d5eb6a
158,dqn,4008,low,low,10.068181818181818,44.5,1.4766666666666666,4,42,-14.759925109602792,44,2,0,0,0,0,300.0,-5.537500107195228,-0.1063833333209914,-3.9160416690865567,-5.200000000000002,26,10,44,0,e5ae0ec79b5642d186c93f81e83c3fef5db256c59c8a427e445e1095f145cd05,0,results\heldout_approach\dqn_s11\episodes.csv,158,fixed,low,6.806818181818182,21.5,0.9983333333333332,5,44,-11.61426675534894,44,0,0,0,0,0,300.0,-3.7437500818632543,-0.0392666666404693,-1.2312500068452203,-6.600000000000003,33,0,44,0,e5ae0ec79b5642d186c93f81e83c3fef5db256c59c8a427e445e1095f145cd05
159,dqn,4009,low,low,6.575757575757576,29.0,0.7233333333333334,3,33,-8.980800049567192,33,0,0,0,0,0,300.0,-2.712500045541674,-0.0368416665602126,-1.6314583374653004,-4.600000000000001,23,8,33,0,1d8f974953fe87c1afb44b4a74697abf3348ee25bc53646edd40406f361e899b,0,results\heldout_approach\dqn_s11\episodes.csv,159,fixed,low,5.333333333333333,21.0,0.5866666666666667,3,33,-9.803829206338555,33,0,0,0,0,0,300.0,-2.2000000355765224,-0.0236208332687965,-0.980208337493241,-6.600000000000003,33,0,33,0,1d8f974953fe87c1afb44b4a74697abf3348ee25bc53646edd40406f361e899b
160,dqn,4010,low,low,5.466666666666667,44.5,0.82,4,45,-10.267266729215764,45,0,0,0,0,0,300.0,-3.075000059325248,-0.0520583331795933,-2.140208336710929,-5.000000000000002,25,8,45,0,29acbed60b6c0903d64e0c51e4fedd1df22205c00c6fc6957f1f6cabab4d0055,0,results\heldout_approach\dqn_s11\episodes.csv,160,fixed,low,9.544444444444444,26.5,1.4316666666666666,8,43,-13.91196679997302,45,2,0,0,0,0,300.0,-5.368750126101077,-0.0653000000449537,-1.8779166738269848,-6.600000000000003,33,0,45,0,29acbed60b6c0903d64e0c51e4fedd1df22205c00c6fc6957f1f6cabab4d0055
161,dqn,4011,low,low,6.421052631578948,30.0,0.8133333333333334,4,38,-10.059045893339498,38,0,0,0,0,0,300.0,-3.05000005569309,-0.0480041666553006,-1.9610416709911076,-5.000000000000002,25,9,38,0,d0d64ab65a40cc175a21fce606be6049b1c1d29605f39e808eaca138569aa2e2,0,results\heldout_approach\dqn_s11\episodes.csv,161,fixed,low,8.697368421052632,25.0,1.1016666666666666,6,37,-12.56406259231372,38,1,0,0,0,0,300.0,-4.131250088568777,-0.04968749987529,-1.783125003869645,-6.600000000000003,33,0,38,0,d0d64ab65a40cc175a21fce606be6049b1c1d29605f39e808eaca138569aa2e2
162,dqn,4012,low,low,6.404761904761905,59.0,0.8966666666666666,4,41,-11.422170902890503,42,1,0,0,0,0,300.0,-3.3625000645406544,-0.0705041666602483,-2.989166671689599,-5.000000000000002,25,9,42,0,1dc77f35a6c4e88348eb18129687ced23389a9a257eff81ea4e11389360b7688,0,results\heldout_approach\dqn_s11\episodes.csv,162,fixed,low,8.464285714285714,28.5,1.185,5,40,-13.122466751099996,42,2,0,0,0,0,300.0,-4.443750079721212,-0.0587166666802659,-2.020000004698522,-6.600000000000003,33,0,42,0,1dc77f35a6c4e88348eb18129687ced23389a9a257eff81ea4e11389360b7688
163,dqn,4013,low,low,7.833333333333333,54.5,0.94,4,36,-10.74609174328362,36,0,0,0,0,0,300.0,-3.5250000720843677,-0.0604666666637058,-2.160625004535541,-5.000000000000002,25,7,36,0,9e68395a8d4530969435adb4a11ccac11fcda9554e178c30e2e803c0dace9001,0,results\heldout_approach\dqn_s11\episodes.csv,163,fixed,low,9.26388888888889,28.0,1.1116666666666666,6,36,-12.430075094445057,36,0,0,0,0,0,300.0,-4.168750088661909,-0.0500749998180253,-1.6112500059651207,-6.600000000000003,33,0,36,0,9e68395a8d4530969435adb4a11ccac11fcda9554e178c30e2e803c0dace9001
164,dqn,4014,low,low,5.928571428571429,37.5,0.9683333333333334,4,46,-11.24420008680464,49,3,0,1,0,0,300.0,-3.631250082049519,-0.0606583332424634,-2.352291671512647,-5.200000000000002,26,7,49,0,dc5a870fdb759c9a2ea0f6f3b42d47850de08b3adf42083b04af2c5e82a651b1,0,results\heldout_approach\dqn_s11\episodes.csv,164,fixed,low,7.663265306122449,41.0,1.2516666666666667,7,49,-13.371845942109944,49,0,0,1,0,0,300.0,-4.693750101607293,-0.0612208332429872,-2.0168750072596584,-6.600000000000003,33,0,49,0,dc5a870fdb759c9a2ea0f6f3b42d47850de08b3adf42083b04af2c5e82a651b1
165,dqn,4015,low,low,9.533333333333331,43.5,1.43,5,42,-13.991454285335935,45,3,0,0,0,0,300.0,-5.362500110175461,-0.0958291664013813,-3.3331250087590893,-5.200000000000002,26,9,45,0,bc93b2792869d2612b645ff0739665d8a1b4b65a165624149aece0296dceb03c,0,results\heldout_approach\dqn_s11\episodes.csv,165,fixed,low,10.655555555555557,27.0,1.5983333333333334,4,45,-15.12226680061504,45,0,0,0,0,0,300.0,-5.993750132620335,-0.0749749999558844,-2.453541668038815,-6.600000000000003,33,0,45,0,bc93b2792869d2612b645ff0739665d8a1b4b65a165624149aece0296dceb03c
166,dqn,4016,low,low,6.1125,30.5,0.815,5,40,-9.770166725739545,40,0,0,0,0,0,300.0,-3.0562500548549,-0.0374583332144538,-1.4764583376701923,-5.200000000000002,26,10,40,0,8fd0a013635380c5e5af5726f060f11b4a7497a0d03543dc586e61e7c1105400,0,results\heldout_approach\dqn_s11\episodes.csv,166,fixed,low,6.1375,21.5,0.8183333333333334,5,40,-10.835229229967805,40,0,0,0,0,0,300.0,-3.068750057835132,-0.032104166544741,-1.1343750055879351,-6.600000000000003,33,0,40,0,8fd0a013635380c5e5af5726f060f11b4a7497a0d03543dc586e61e7c1105400
167,dqn,4017,low,low,10.116279069767442,40.0,1.45,5,40,-14.469533452770705,43,3,0,0,0,0,300.0,-5.437500117346644,-0.0976583334915631,-3.3343750019324934,-5.600000000000002,28,6,43,0,65b4db23298d170dd63035d155afa5bb6a9167a646ceb833b36fe090ecade5f4,0,results\heldout_approach\dqn_s11\episodes.csv,167,fixed,low,10.627906976744184,25.5,1.5233333333333334,6,43,-14.40140845518909,43,0,0,0,0,0,300.0,-5.712500118184835,-0.0782833331206347,-2.010625003883614,-6.600000000000003,33,0,43,0,65b4db23298d170dd63035d155afa5bb6a9167a646ceb833b36fe090ecade5f4
168,dqn,4018,low,low,5.4875,42.0,0.7316666666666667,4,40,-9.479408377552316,40,0,0,1,0,0,300.0,-2.7437500413507223,-0.0444083332818991,-1.891250002919695,-4.800000000000002,24,6,40,0,eb53c300b992ff112b83f8938b9e0af54cedbf21177e3ca57f7ee4b2fa243d19,0,results\heldout_approach\dqn_s11\episodes.csv,168,fixed,low,8.675,27.5,1.1566666666666667,4,40,-12.632933434830196,40,0,0,1,0,0,300.0,-4.337500096298754,-0.0566833333439717,-1.6387500051874662,-6.600000000000003,33,0,40,0,eb53c300b992ff112b83f8938b9e0af54cedbf21177e3ca57f7ee4b2fa243d19
169,dqn,4019,low,low,6.875,42.0,1.0083333333333333,5,44,-10.717679241565202,44,0,0,0,0,0,300.0,-3.781250072643161,-0.065179166766029,-2.271250002156012,-4.600000000000001,23,10,44,0,375a6f11b7a50d889d1bcfed9b86e7abdbae1cc7449a29e5a1073d08a3e4c814,0,results\heldout_approach\dqn_s11\episodes.csv,169,fixed,low,10.204545454545457,30.0,1.4966666666666666,7,44,-14.52177512302078,44,0,0,0,0,0,300.0,-5.612500121351332,-0.0774000001001695,-2.2318750015692794,-6.600000000000003,33,0,44,0,375a6f11b7a50d889d1bcfed9b86e7abdbae1cc7449a29e5a1073d08a3e4c814
170,dqn,4020,low,low,7.1923076923076925,32.5,0.935,3,38,-11.58970423830106,39,1,0,0,0,0,300.0,-3.50625006807968,-0.0544958332357054,-2.2289583369856687,-5.8000000000000025,29,7,39,0,e138fcd078a6caf584072f627218a9a02628cdb9a2bdcb2414a55a00b3754ed5,0,results\heldout_approach\dqn_s11\episodes.csv,170,fixed,low,8.628205128205128,29.0,1.1216666666666666,5,39,-12.87663341359003,39,0,0,0,0,0,300.0,-4.206250078976154,-0.056424999970477,-2.013958334643395,-6.600000000000003,33,0,39,0,e138fcd078a6caf584072f627218a9a02628cdb9a2bdcb2414a55a00b3754ed5
171,dqn,4021,low,low,7.6571428571428575,58.5,0.8933333333333333,4,34,-10.976083408870911,35,1,0,0,0,0,300.0,-3.350000073667616,-0.0750416666895034,-2.7510416685137904,-4.800000000000002,24,10,35,0,55c39a76635b251eaa876484c30a4958215997fb2a889ba7e29106330e35b415,0,results\heldout_approach\dqn_s11\episodes.csv,171,fixed,low,11.214285714285714,29.0,1.3083333333333331,4,35,-13.576541778351388,35,0,0,0,0,0,300.0,-4.9062501061707735,-0.0669583333881746,-2.003333338792435,-6.600000000000003,33,0,35,0,55c39a76635b251eaa876484c30a4958215997fb2a889ba7e29106330e35b415
172,dqn,4022,low,low,8.4,40.0,1.12,4,39,-12.489820907518888,40,1,0,0,0,0,300.0,-4.200000068638474,-0.0827374999855237,-3.607083338894882,-4.600000000000001,23,8,40,0,8e4d6a33fb2c0b05e18eccf76a3b070ef07053668be4b960876575100a9a6e17,0,results\heldout_approach\dqn_s11\episodes.csv,172,fixed,low,9.7875,27.5,1.305,6,40,-13.476945954296395,40,0,0,0,0,0,300.0,-4.893750112969428,-0.0621541666478151,-1.9210416746791448,-6.600000000000003,33,0,40,0,8e4d6a33fb2c0b05e18eccf76a3b070ef07053668be4b960876575100a9a6e17
173,dqn,4023,low,low,7.31,51.0,1.2183333333333333,4,48,-13.138950100893275,50,2,0,1,0,0,300.0,-4.568750098347664,-0.0887416667101206,-3.4814583358354865,-5.000000000000002,25,6,50,0,2bf40e1721eb960629f5f504f21e04a807b5667f58170e92a1cc193e8c5ef7e4,0,results\heldout_approach\dqn_s11\episodes.csv,173,fixed,low,10.04,42.0,1.675,6,49,-15.912920943988864,50,1,0,1,0,0,300.0,-6.28125010849908,-0.0956291665708704,-2.936041668918916,-6.600000000000003,33,0,50,0,2bf40e1721eb960629f5f504f21e04a807b5667f58170e92a1cc193e8c5ef7e4
174,dqn,4024,low,low,8.191489361702128,46.0,1.2833333333333334,5,46,-12.753841757980986,47,1,0,1,0,0,300.0,-4.812500088009983,-0.0773833331390051,-2.8639583368320025,-5.000000000000002,25,8,47,0,8f9cd95774e92a9da3cf70430414e5a8ec22fea47bef767f6bb2a276da7a3246,0,results\heldout_approach\dqn_s11\episodes.csv,174,fixed,low,10.351063829787234,23.5,1.6216666666666666,7,46,-14.681087641839984,47,1,0,1,0,0,300.0,-6.081250138115138,-0.0760874999716179,-1.92375000375323,-6.600000000000003,33,0,47,0,8f9cd95774e92a9da3cf70430414e5a8ec22fea47bef767f6bb2a276da7a3246
175,dqn,4025,low,low,7.241935483870968,40.0,0.7483333333333333,3,31,-9.955416716115728,31,0,0,1,0,0,300.0,-2.8062500446103518,-0.0472916665879892,-2.1018750049173827,-5.000000000000002,25,7,31,0,b566a281d7649610299ee0bdcb2a0d1f5636419daf2777a5e0aab700d0df9cb0,0,results\heldout_approach\dqn_s11\episodes.csv,175,fixed,low,9.193548387096774,39.5,0.95,5,31,-12.071595905409042,31,0,0,1,0,0,300.0,-3.562500067986548,-0.0584708332688023,-1.8506250041536976,-6.600000000000003,33,0,31,0,b566a281d7649610299ee0bdcb2a0d1f5636419daf2777a5e0aab700d0df9cb0
176,dqn,4026,low,low,5.088235294117647,37.0,0.5766666666666667,3,34,-8.603595877577755,34,0,0,0,0,0,300.0,-2.162500038743019,-0.0306791665723721,-1.4104166722623623,-5.000000000000002,25,10,34,0,17825c59ef9ad23fc03f2c22dae0f10548b42af4e8de8aadbb2b725c4c90ee39,0,results\heldout_approach\dqn_s11\episodes.csv,176,fixed,low,10.485294117647058,24.0,1.1883333333333332,5,33,-12.914491764683774,34,1,0,0,0,0,300.0,-4.456250093877316,-0.0565750000714616,-1.8016666707349944,-6.600000000000003,33,0,34,0,17825c59ef9ad23fc03f2c22dae0f10548b42af4e8de8aadbb2b725c4c90ee39
177,dqn,4027,low,low,6.115384615384615,54.5,0.7966666666666666,3,39,-10.283295888936856,39,0,0,0,0,0,300.0,-2.987500051036477,-0.0535041665832977,-2.24229167131707,-5.000000000000002,25,8,39,0,5102d9189a29730dfdf00b6b40a2629a6df59a3bb84cfc4928f25d58c2a8eaee,0,results\heldout_approach\dqn_s11\episodes.csv,177,fixed,low,9.192307692307692,24.0,1.195,6,39,-12.744158433617844,39,0,0,0,0,0,300.0,-4.481250095181167,-0.0560333332119625,-1.6068750052247196,-6.600000000000003,33,0,39,0,5102d9189a29730dfdf00b6b40a2629a6df59a3bb84cfc4928f25d58c2a8eaee
178,dqn,4028,low,low,7.146341463414634,31.5,0.9766666666666668,3,40,-10.8993834113884,41,1,0,0,0,0,300.0,-3.662500079255551,-0.056049999868992,-2.1808333322638647,-5.000000000000002,25,6,41,0,ac5566e9c1618b5bb055f6fe83330a762adfe3aa69d369356ced556dce6fe3f6,0,results\heldout_approach\dqn_s11\episodes.csv,178,fixed,low,11.682926829268292,29.0,1.596666666666667,5,40,-15.568495987375352,41,1,0,0,0,0,300.0,-5.987500152550638,-0.0937041668184975,-2.8872916680062195,-6.600000000000003,33,0,41,0,ac5566e9c1618b5bb055f6fe83330a762adfe3aa69d369356ced556dce6fe3f6
179,dqn,4029,low,low,4.2375,22.5,0.565,4,40,-8.244608377620898,40,0,0,0,0,0,300.0,-2.118750039488077,-0.019191666671395,-0.7066666714614257,-5.400000000000002,27,8,40,0,dc55aefb153d7ecd161b796d99d007e591ea37d63737a13c87a6aeeae9c0f27a,0,results\heldout_approach\dqn_s11\episodes.csv,179,fixed,low,7.2625,26.0,0.9683333333333334,4,40,-11.696066757212966,40,0,0,0,0,0,300.0,-3.631250091362745,-0.0458583331346744,-1.4189583327155555,-6.600000000000003,33,0,40,0,dc55aefb153d7ecd161b796d99d007e591ea37d63737a13c87a6aeeae9c0f27a
180,dqn,4030,low,low,5.104651162790698,42.0,0.7316666666666667,4,41,-10.05842088452119,43,2,0,0,0,0,300.0,-2.743750046007335,-0.0430041665960743,-1.8716666719177737,-5.400000000000002,27,9,43,0,4edf4bc2466a0f5b2e1b852abeb234881037614b249acdb255292cfb24a15496,0,results\heldout_approach\dqn_s11\episodes.csv,180,fixed,low,9.19767441860465,29.0,1.3183333333333334,6,43,-13.609404266097416,43,0,0,0,0,0,300.0,-4.94375009322539,-0.061904166622844,-2.0037500062491738,-6.600000000000003,33,0,43,0,4edf4bc2466a0f5b2e1b852abeb234881037614b249acdb255292cfb24a15496
1,dqn,4001,balanced,balanced,7.484939759036145,75.5,4.141666666666667,11,160,-28.483512847904795,166,6,0,2,0,0,300.0,-15.531250352039931,-0.2768458339029165,-5.875416661961939,-6.800000000000003,34,5,166,0,95ec035b0e993a6950aedeb61eebd9f6ea36175c234d0010a678bf03f31b609b,1,results\heldout_approach\dqn_s22\episodes.csv,1,fixed,balanced,12.430722891566266,79.0,6.878333333333333,19,162,-40.28808794929574,166,4,0,2,0,0,300.0,-25.793750446289778,-0.5657958328949464,-7.32854167011101,-6.600000000000003,33,0,166,0,95ec035b0e993a6950aedeb61eebd9f6ea36175c234d0010a678bf03f31b609b
2,dqn,4002,balanced,balanced,6.842592592592593,37.0,3.695,12,159,-24.82422532268173,162,3,0,1,0,0,300.0,-13.856250317767262,-0.194850000099541,-3.7731250048149394,-7.000000000000004,35,5,162,0,0f7508729155c84a8c98610cdc856cd19376da808cc5b392d2b541399eef6fc1,1,results\heldout_approach\dqn_s22\episodes.csv,2,fixed,balanced,12.466049382716047,49.0,6.7316666666666665,15,154,-38.11082154779215,162,8,0,1,0,0,300.0,-25.24375071376562,-0.4512375002166664,-5.81583333380986,-6.600000000000003,33,0,162,0,0f7508729155c84a8c98610cdc856cd19376da808cc5b392d2b541399eef6fc1
