episode_dqn,controller_dqn,seed,traffic_scenario,realized_scenario_dqn,avg_waiting_time_dqn,max_waiting_time_dqn,avg_queue_dqn,max_queue_dqn,throughput_dqn,episode_reward_dqn,departed_dqn,unfinished_dqn,pending_dqn,max_pending_dqn,collisions_dqn,teleports_dqn,duration_dqn,reward_queue_dqn,reward_waiting_dqn,reward_max_waiting_dqn,reward_switching_dqn,phase_changes_dqn,forced_changes_dqn,scheduled_dqn,not_inserted_dqn,route_sha256_dqn,model_index,model_source,episode_fixed,controller_fixed,realized_scenario_fixed,avg_waiting_time_fixed,max_waiting_time_fixed,avg_queue_fixed,max_queue_fixed,throughput_fixed,episode_reward_fixed,departed_fixed,unfinished_fixed,pending_fixed,max_pending_fixed,collisions_fixed,teleports_fixed,duration_fixed,reward_queue_fixed,reward_waiting_fixed,reward_max_waiting_fixed,reward_switching_fixed,phase_changes_fixed,forced_changes_fixed,scheduled_fixed,not_inserted_fixed,route_sha256_fixed
3,dqn,4003,balanced,balanced,7.90406976744186,51.5,4.531666666666666,10,167,-29.471325309678644,172,5,0,2,0,0,300.0,-16.993750314228237,-0.2548666670794773,-4.822708328370938,-7.400000000000004,37,3,172,0,3b57fa9e203c30f8252bd8f3f341c56718de35e302347585af20dabad50821ea,1,results\heldout_approach\dqn_s22\episodes.csv,3,fixed,balanced,14.703488372093023,94.5,8.43,17,162,-48.66912556726237,172,10,0,2,0,0,300.0,-31.612500539515167,-0.8839166671525169,-9.5727083605947,-6.600000000000003,33,0,172,0,3b57fa9e203c30f8252bd8f3f341c56718de35e302347585af20dabad50821ea
4,dqn,4004,balanced,balanced,9.295081967213116,59.5,5.671666666666667,17,180,-34.019712922941096,183,3,0,1,0,0,300.0,-21.26875042030588,-0.3761708336511217,-5.374791668984113,-7.000000000000004,35,5,183,0,8b16f95aa57df271d3c2f7e1c3e206d2dd26ecf7ee0011b1a7847490c80d69a4,1,results\heldout_approach\dqn_s22\episodes.csv,4,fixed,balanced,10.811475409836063,46.5,6.595,19,179,-37.13184645781586,183,4,0,1,0,0,300.0,-24.73125063115731,-0.4199708332802402,-5.380624993378298,-6.600000000000003,33,0,183,0,8b16f95aa57df271d3c2f7e1c3e206d2dd26ecf7ee0011b1a7847490c80d69a4
5,dqn,4005,balanced,balanced,6.842948717948718,49.0,3.558333333333333,10,154,-25.632271114926716,156,2,0,1,0,0,300.0,-13.343750278931113,-0.2145625002020098,-5.073958335793578,-7.000000000000004,35,2,156,0,9a0d10699959e91d5d6303823f463117309f9d3d1b844a80541e964ad330c5e3,1,results\heldout_approach\dqn_s22\episodes.csv,5,fixed,balanced,11.176282051282053,44.0,5.8116666666666665,16,153,-34.033183664688124,156,3,0,1,0,0,300.0,-21.79375033918768,-0.3683916672358464,-5.2710416582645845,-6.600000000000003,33,0,156,0,9a0d10699959e91d5d6303823f463117309f9d3d1b844a80541e964ad330c5e3
6,dqn,4006,balanced,balanced,6.567901234567901,42.0,3.546666666666667,11,159,-24.762966952620623,162,3,0,1,0,0,300.0,-13.300000284798443,-0.1729666667371929,-3.490000001084991,-7.800000000000004,39,3,162,0,b44c8944d5c45d05d2d3ce547fd74e06d81f9a1e83b0a81001cc68b32e3e5882,1,results\heldout_approach\dqn_s22\episodes.csv,6,fixed,balanced,10.49074074074074,50.5,5.665,16,159,-32.763296399841046,162,3,0,1,0,0,300.0,-21.24375056894496,-0.3276708333687566,-4.591874997527341,-6.600000000000003,33,0,162,0,b44c8944d5c45d05d2d3ce547fd74e06d81f9a1e83b0a81001cc68b32e3e5882
7,dqn,4007,balanced,balanced,7.400568181818182,42.5,4.341666666666667,11,172,-28.375621247757216,176,4,0,1,0,0,300.0,-16.281250421889126,-0.2360375002026556,-4.458333325665448,-7.400000000000004,37,4,176,0,6805323b3f3c3ec9793c58e9f80c708c466b21be71315a156073027779864964,1,results\heldout_approach\dqn_s22\episodes.csv,7,fixed,balanced,11.755681818181818,52.5,6.8966666666666665,15,168,-39.7425131142881,176,8,0,1,0,0,300.0,-25.86250061634928,-0.5279291668484802,-6.752083331090399,-6.600000000000003,33,0,176,0,6805323b3f3c3ec9793c58e9f80c708c466b21be71315a156073027779864964
8,dqn,4008,balanced,balanced,5.315789473684211,36.5,2.6933333333333334,7,149,-20.84044185161328,152,3,0,1,0,0,300.0,-10.10000017983839,-0.1246083334248396,-3.215833338350058,-7.400000000000004,37,3,152,0,26b29045f35906102ad7e8824e0952085ac30b54a2fc53c2316918e48be699b0,1,results\heldout_approach\dqn_s22\episodes.csv,8,fixed,balanced,9.546052631578949,39.0,4.836666666666667,14,148,-29.208296298411028,152,4,0,1,0,0,300.0,-18.137500465847552,-0.2672541675281535,-4.2035416650353,-6.600000000000003,33,0,152,0,26b29045f35906102ad7e8824e0952085ac30b54a2fc53c2316918e48be699b0
9,dqn,4009,balanced,balanced,8.304487179487179,42.0,4.318333333333333,11,151,-28.546696188023628,156,5,0,1,0,0,300.0,-16.19375035073608,-0.2441958330360648,-4.50875000425149,-7.600000000000004,38,2,156,0,9a08381ecd11c776405252003ffaff50b81f144631b04524098945c5c6e503be,1,results\heldout_approach\dqn_s22\episodes.csv,9,fixed,balanced,13.23076923076923,59.5,6.88,16,152,-40.060292240417056,156,4,0,1,0,0,300.0,-25.800000580959026,-0.5427916656699379,-7.11749999378808,-6.600000000000003,33,0,156,0,9a08381ecd11c776405252003ffaff50b81f144631b04524098945c5c6e503be
10,dqn,4010,balanced,balanced,6.27,40.0,3.135,10,148,-22.674787769975964,150,2,0,2,0,0,300.0,-11.756250268314034,-0.1541625001904321,-3.764375001471492,-7.000000000000004,35,3,150,0,c086e5fd584bf47a828efbce5adc36a0b11d08b092f69131e6ea6546d2ecdf8b,1,results\heldout_approach\dqn_s22\episodes.csv,10,fixed,balanced,9.596666666666666,50.5,4.798333333333333,13,148,-29.490067065927004,150,2,0,2,0,0,300.0,-17.993750399909914,-0.283816666785424,-4.61249999923166,-6.600000000000003,33,0,150,0,c086e5fd584bf47a828efbce5adc36a0b11d08b092f69131e6ea6546d2ecdf8b
11,dqn,4011,balanced,balanced,7.503012048192771,44.5,4.151666666666666,13,162,-27.099771184278502,166,4,0,1,0,0,300.0,-15.568750347476453,-0.2266458343387057,-4.104375002463348,-7.200000000000004,36,2,166,0,edf60eb3c42454204085762906d8be51f07c0b4e4525179fec3466e835abed70,1,results\heldout_approach\dqn_s22\episodes.csv,11,fixed,balanced,12.86144578313253,58.0,7.116666666666666,17,159,-40.966258839368685,166,7,0,1,0,0,300.0,-26.687500525731597,-0.5706333333764629,-7.10812498026062,-6.600000000000003,33,0,166,0,edf60eb3c42454204085762906d8be51f07c0b4e4525179fec3466e835abed70
12,dqn,4012,balanced,balanced,5.57516339869281,43.0,2.8433333333333333,9,152,-21.59904607258504,153,1,0,1,0,0,300.0,-10.66250023478642,-0.1519625002634711,-3.584583337535153,-7.200000000000004,36,2,153,0,17167382fc6c9fb4d3154367d71c185cd21f571128acaf9eea328561909d65dc,1,results\heldout_approach\dqn_s22\episodes.csv,12,fixed,balanced,11.96078431372549,44.5,6.1,16,148,-34.81505048774197,153,5,0,1,0,0,300.0,-22.87500049266964,-0.3698416661798547,-4.970208328892481,-6.600000000000003,33,0,153,0,17167382fc6c9fb4d3154367d71c185cd21f571128acaf9eea328561909d65dc
13,dqn,4013,balanced,balanced,7.621527777777778,49.5,3.658333333333333,10,143,-25.00755867703629,144,1,0,1,0,0,300.0,-13.718750341795385,-0.2269333336902491,-4.6618750015506505,-6.400000000000003,32,3,144,0,9dc82fb650529fbd2a1c4137265c58d255745ee2d42748fc03b22570f42a11b8,1,results\heldout_approach\dqn_s22\episodes.csv,13,fixed,balanced,9.177083333333334,32.5,4.405,13,141,-27.570537910979294,144,3,0,1,0,0,300.0,-16.51875041751191,-0.2438708336754646,-4.207916659791955,-6.600000000000003,33,0,144,0,9dc82fb650529fbd2a1c4137265c58d255745ee2d42748fc03b22570f42a11b8
14,dqn,4014,balanced,balanced,8.445945945945946,90.5,5.208333333333333,12,184,-34.577421293904635,185,1,0,2,0,0,300.0,-19.53125045076013,-0.4092958338638707,-7.03687500928063,-7.600000000000004,38,2,185,0,5e72b29ce6aef295b7278c524527ff84e6a39c2056b74ddd3c0795df9c10da20,1,results\heldout_approach\dqn_s22\episodes.csv,14,fixed,balanced,14.462162162162162,79.0,8.918333333333333,23,176,-49.98670066124978,185,9,0,2,0,0,300.0,-33.443750685080886,-0.8710749993355422,-9.071874976833364,-6.600000000000003,33,0,185,0,5e72b29ce6aef295b7278c524527ff84e6a39c2056b74ddd3c0795df9c10da20
15,dqn,4015,balanced,balanced,7.531976744186046,58.0,4.318333333333333,10,167,-29.48084625302582,172,5,0,1,0,0,300.0,-16.193750416394323,-0.2877208336838519,-5.999375002947635,-7.000000000000004,35,2,172,0,7d67b47bf06dda1afa53016c7f78892d0fc04c7ecfc1783ce90e292256d4b835,1,results\heldout_approach\dqn_s22\episodes.csv,15,fixed,balanced,7.985465116279069,29.5,4.578333333333333,13,170,-27.401575362592872,172,2,0,1,0,0,300.0,-17.168750365730375,-0.225116666759277,-3.407708330103197,-6.600000000000003,33,0,172,0,7d67b47bf06dda1afa53016c7f78892d0fc04c7ecfc1783ce90e292256d4b835
16,dqn,4016,balanced,balanced,6.163888888888889,38.5,3.698333333333333,11,179,-25.16547534419005,180,1,0,1,0,0,300.0,-13.868750345893204,-0.1740166665265859,-3.322708331770264,-7.800000000000004,39,3,180,0,25e2144043f2597634e45bb84450fd518198dda3e1dcb004c56d89fc606a2b1c,1,results\heldout_approach\dqn_s22\episodes.csv,16,fixed,balanced,14.405555555555557,75.5,8.643333333333333,20,171,-48.67633815240844,180,9,0,1,0,0,300.0,-32.41250065760687,-0.8207124996770291,-8.843124995124533,-6.600000000000003,33,0,180,0,25e2144043f2597634e45bb84450fd518198dda3e1dcb004c56d89fc606a2b1c
17,dqn,4017,balanced,balanced,8.513422818791947,56.0,4.2283333333333335,12,143,-29.345412828245724,149,6,0,1,0,0,300.0,-15.856250330340115,-0.2877041665917204,-5.801458331313922,-7.400000000000004,37,3,149,0,cab230d66fd23445ced67fe8e7cbef201d1f8ec8ac08f4fee96f629c29180df5,1,results\heldout_approach\dqn_s22\episodes.csv,17,fixed,balanced,13.916107382550337,59.0,6.911666666666667,17,143,-39.673254737251405,149,6,0,1,0,0,300.0,-25.918750568758696,-0.569087501771719,-6.585416666720997,-6.600000000000003,33,0,149,0,cab230d66fd23445ced67fe8e7cbef201d1f8ec8ac08f4fee96f629c29180df5
18,dqn,4018,balanced,balanced,8.445121951219512,61.0,4.616666666666666,14,161,-30.775796163594347,164,3,0,1,0,0,300.0,-17.312500330153853,-0.3222541663795708,-6.14104166706093,-7.000000000000004,35,6,164,0,ebd9740e3c5f2bd3843ab36d1054a937487036e5a6e147cedb0e0eebc79b11a0,1,results\heldout_approach\dqn_s22\episodes.csv,18,fixed,balanced,10.893292682926829,48.0,5.955,15,159,-34.58735049138995,164,5,0,1,0,0,300.0,-22.33125049294904,-0.3573500001126377,-5.298749998328278,-6.600000000000003,33,0,164,0,ebd9740e3c5f2bd3843ab36d1054a937487036e5a6e147cedb0e0eebc79b11a0
19,dqn,4019,balanced,balanced,7.905487804878049,38.5,4.321666666666666,12,160,-27.770342032767804,164,4,0,1,0,0,300.0,-16.206250364892185,-0.2343000001674226,-3.729791667708197,-7.600000000000004,38,3,164,0,59e0ab425a71114984104e57337109d00700dfb77f52889b6462b68b2034078b,1,results\heldout_approach\dqn_s22\episodes.csv,19,fixed,balanced,15.003048780487806,78.0,8.201666666666666,19,154,-46.48872965675472,164,10,0,1,0,0,300.0,-30.75625050254166,-0.8068541664273653,-8.325624987785714,-6.600000000000003,33,0,164,0,59e0ab425a71114984104e57337109d00700dfb77f52889b6462b68b2034078b
20,dqn,4020,balanced,balanced,6.753246753246753,39.5,3.466666666666667,12,152,-24.48605032545966,154,2,0,1,0,0,300.0,-13.00000032177195,-0.1720916668789868,-3.3139583368087187,-8.000000000000004,40,2,154,0,0810985b1a432cfe294cccbaf8f0d47af1759c91bf460ee46329529af65b120b,1,results\heldout_approach\dqn_s22\episodes.csv,20,fixed,balanced,12.081168831168831,75.5,6.201666666666667,16,149,-36.7561339401749,154,5,0,1,0,0,300.0,-23.256250612437725,-0.4657166667158892,-6.434166661021303,-6.600000000000003,33,0,154,0,0810985b1a432cfe294cccbaf8f0d47af1759c91bf460ee46329529af65b120b
21,dqn,4021,balanced,balanced,7.482638888888889,47.0,3.591666666666667,12,137,-25.072246182511297,144,7,0,1,0,0,300.0,-13.46875034738332,-0.2199541665257129,-4.383541668602264,-7.000000000000004,35,3,144,0,9aee2cdd3e9e28bf7f56afde994da08873d861ad0e7a9f390229d9f2ca0ded19,1,results\heldout_approach\dqn_s22\episodes.csv,21,fixed,balanced,10.0,33.0,4.8,14,136,-28.69002540313013,144,8,0,1,0,0,300.0,-18.000000403262675,-0.2602333334398282,-3.829791666427629,-6.600000000000003,33,0,144,0,9aee2cdd3e9e28bf7f56afde994da08873d861ad0e7a9f390229d9f2ca0ded19
22,dqn,4022,balanced,balanced,8.67741935483871,54.0,4.483333333333333,13,155,-29.171771137403265,155,0,0,1,0,0,300.0,-16.812500305473804,-0.3059374998658315,-5.0533333320636284,-7.000000000000004,35,3,155,0,300cae4c6306bb6a14766f4fc251ad0c98a92bce48c90a2d12bc9e5a491efb64,1,results\heldout_approach\dqn_s22\episodes.csv,22,fixed,balanced,10.441935483870967,54.5,5.395,15,155,-32.393421313336155,155,0,0,1,0,0,300.0,-20.231250488664955,-0.3419625002490646,-5.220208324422129,-6.600000000000003,33,0,155,0,300cae4c6306bb6a14766f4fc251ad0c98a92bce48c90a2d12bc9e5a491efb64
23,dqn,4023,balanced,balanced,7.890804597701149,71.0,4.576666666666667,13,171,-31.9208462333736,174,3,0,1,0,0,300.0,-17.16250041825697,-0.3502208333193267,-7.208124981797298,-7.200000000000004,36,5,174,0,90571d2225793ce35aa73126b31ae71caecae43fba0892b178fbac96acbf1128,1,results\heldout_approach\dqn_s22\episodes.csv,23,fixed,balanced,9.155172413793103,48.5,5.31,16,173,-30.75685460559473,174,1,0,1,0,0,300.0,-19.912500435952097,-0.2941458334811611,-3.95020833616145,-6.600000000000003,33,0,174,0,90571d2225793ce35aa73126b31ae71caecae43fba0892b178fbac96acbf1128
24,dqn,4024,balanced,balanced,6.583333333333333,48.0,3.6866666666666665,9,165,-25.259883632935104,168,3,0,1,0,0,300.0,-13.825000296812505,-0.1869666665610566,-3.8479166695615272,-7.400000000000004,37,4,168,0,48c8c2abdd5392aaf268ebd371e6f1915c9f280133b311ae4f1603c7ed0dbba9,1,results\heldout_approach\dqn_s22\episodes.csv,24,fixed,balanced,14.31845238095238,95.0,8.018333333333333,17,162,-48.24980489744777,168,6,0,1,0,0,300.0,-30.0687507269904,-0.8979291665411439,-10.68312500391621,-6.600000000000003,33,0,168,0,48c8c2abdd5392aaf268ebd371e6f1915c9f280133b311ae4f1603c7ed0dbba9
25,dqn,4025,balanced,balanced,7.59748427672956,66.0,4.026666666666666,10,155,-28.017475232369904,159,4,0,1,0,0,300.0,-15.100000238511711,-0.2841416665629366,-5.83333332729526,-6.800000000000003,34,3,159,0,1015a7bf4e660c08472e40c5437da2e6debd5ac13570cb5edb92682a0fa04abe,1,results\heldout_approach\dqn_s22\episodes.csv,25,fixed,balanced,11.40566037735849,55.0,6.045,16,157,-35.151767246505926,159,2,0,1,0,0,300.0,-22.668750579468902,-0.3913499995709573,-5.491666667466051,-6.600000000000003,33,0,159,0,1015a7bf4e660c08472e40c5437da2e6debd5ac13570cb5edb92682a0fa04abe
26,dqn,4026,balanced,balanced,8.297687861271676,58.0,4.785,12,172,-30.90679201496751,173,1,0,1,0,0,300.0,-17.94375034607947,-0.3201249999132416,-5.442916668974795,-7.200000000000004,36,4,173,0,108fa032d0fb4193250c4212c18d29ae21ab4aed5e75d035afad7a58ee4deacc,1,results\heldout_approach\dqn_s22\episodes.csv,26,fixed,balanced,12.31791907514451,53.5,7.1033333333333335,17,168,-39.57446301564781,173,5,0,1,0,0,300.0,-26.637500518001616,-0.4800875001747044,-5.856874997471466,-6.600000000000003,33,0,173,0,108fa032d0fb4193250c4212c18d29ae21ab4aed5e75d035afad7a58ee4deacc
27,dqn,4027,balanced,balanced,6.263698630136986,44.0,3.0483333333333333,8,142,-22.54007943340476,146,4,0,1,0,0,300.0,-11.431250265799465,-0.1565375000274798,-3.952291667577812,-7.000000000000004,35,2,146,0,5f31afb6b76642b195dc4c904238cd393f79afcc6d984f047127a533cc8da3c1,1,results\heldout_approach\dqn_s22\episodes.csv,27,fixed,balanced,9.352739726027398,42.5,4.551666666666667,13,144,-27.83499199706785,146,2,0,1,0,0,300.0,-17.068750329315662,-0.2443666667975776,-3.921875000954605,-6.600000000000003,33,0,146,0,5f31afb6b76642b195dc4c904238cd393f79afcc6d984f047127a533cc8da3c1
28,dqn,4028,balanced,balanced,7.931372549019608,53.0,4.045,11,152,-26.79657533480569,153,1,0,1,0,0,300.0,-15.168750335928053,-0.2301166663157346,-4.39770833256189,-7.000000000000004,35,4,153,0,01ebae7ffde9abac11d92f1256a41ae5523a1d150cedf7ea46812f70ce6f5ada,1,results\heldout_approach\dqn_s22\episodes.csv,28,fixed,balanced,10.120915032679738,50.0,5.163333333333333,14,148,-31.684208823886745,153,5,0,1,0,0,300.0,-19.36250048968941,-0.3458750007041088,-5.375833333493212,-6.600000000000003,33,0,153,0,01ebae7ffde9abac11d92f1256a41ae5523a1d150cedf7ea46812f70ce6f5ada
29,dqn,4029,balanced,balanced,8.7,45.5,4.93,16,162,-30.911587977302407,170,8,0,2,0,0,300.0,-18.48750047804788,-0.3045041664598102,-4.719583332794719,-7.400000000000004,37,3,170,0,3ff03a6dc4687135b563530b7313d1d293b78218c9fe848badcca8d0de510fd6,1,results\heldout_approach\dqn_s22\episodes.csv,29,fixed,balanced,12.105882352941176,61.0,6.86,17,161,-39.25878379838689,170,9,0,2,0,0,300.0,-25.725000468548387,-0.5069083338152266,-6.426874996023254,-6.600000000000003,33,0,170,0,3ff03a6dc4687135b563530b7313d1d293b78218c9fe848badcca8d0de510fd6
30,dqn,4030,balanced,balanced,6.807453416149069,63.0,3.655,12,157,-26.04898361962841,161,4,0,2,0,0,300.0,-13.70625029085204,-0.2266916669774218,-4.716041661798954,-7.400000000000004,37,4,161,0,d8cf3e62a69aac5f10a17f5a9ce1ef5f8489dc0161e5e1f59d2522eb006093d7,1,results\heldout_approach\dqn_s22\episodes.csv,30,fixed,balanced,8.847826086956522,40.0,4.748333333333333,12,157,-28.58500465310497,161,4,0,2,0,0,300.0,-17.80625048605725,-0.2489625002475803,-3.9297916668001593,-6.600000000000003,33,0,161,0,d8cf3e62a69aac5f10a17f5a9ce1ef5f8489dc0161e5e1f59d2522eb006093d7
31,dqn,4001,ns_heavy,ns_heavy,8.997630331753555,82.5,6.328333333333333,13,201,-40.597921267869246,211,10,0,2,0,0,300.0,-23.731250448152423,-0.622504166346334,-9.444166653370493,-6.800000000000003,34,7,211,0,49661176c787b94a3f7c7d6ec581e971443314fe1aa7d6d5c7576cf41bd083a7,1,results\heldout_approach\dqn_s22\episodes.csv,31,fixed,ns_heavy,24.66350710900474,140.5,17.348333333333333,48,171,-84.1595545637181,211,40,0,2,0,0,300.0,-58.28125040791929,-3.175387496267651,-16.10291665953118,-6.600000000000003,33,0,211,0,49661176c787b94a3f7c7d6ec581e971443314fe1aa7d6d5c7576cf41bd083a7
32,dqn,4002,ns_heavy,ns_heavy,10.742009132420092,112.0,7.841666666666667,15,210,-46.68657117112816,219,9,0,1,0,0,300.0,-29.406250330153853,-0.7044874989594976,-9.575833342014809,-7.000000000000004,35,4,219,0,359b53678ec225481dcd48743e73462f7f928d9eab339420a3e07b0b22462dae,1,results\heldout_approach\dqn_s22\episodes.csv,32,fixed,ns_heavy,21.75799086757991,122.5,15.883333333333333,36,193,-78.79366255857242,219,26,0,1,0,0,300.0,-55.75625007413328,-2.65720416564218,-13.780208318796946,-6.600000000000003,33,0,219,0,359b53678ec225481dcd48743e73462f7f928d9eab339420a3e07b0b22462dae
33,dqn,4003,ns_heavy,ns_heavy,13.121338912133892,96.5,10.453333333333331,23,230,-58.3860467628402,239,9,0,2,0,0,300.0,-39.20000093476847,-1.396254164661514,-11.189791663410151,-6.600000000000003,33,6,239,0,ec52978b783cd054b40e8a8e0b13f8108983635dd8e0a5872c5e5387d541b988,1,results\heldout_approach\dqn_s22\episodes.csv,33,fixed,ns_heavy,24.077405857740587,142.0,19.18166666666667,45,208,-89.27068342053757,239,31,0,2,0,0,300.0,-63.46875006007031,-3.598600001139129,-15.6033333593281,-6.600000000000003,33,0,239,0,ec52978b783cd054b40e8a8e0b13f8108983635dd8e0a5872c5e5387d541b988
34,dqn,4004,ns_heavy,ns_heavy,9.459401709401709,122.5,7.378333333333333,17,219,-49.71185486817335,234,15,0,3,0,0,300.0,-27.668750699143857,-0.8095625010791989,-14.033541667950349,-7.200000000000004,36,7,234,0,aaa1b8656750d941b65e59a17e3be92e327285d61629e214c2e59f77ffcd0999,1,results\heldout_approach\dqn_s22\episodes.csv,34,fixed,ns_heavy,22.955128205128204,108.5,17.905,49,196,-82.036851019202,234,38,0,3,0,0,300.0,-61.46250100107864,-2.5351833331857048,-11.439166684937666,-6.600000000000003,33,0,234,0,aaa1b8656750d941b65e59a17e3be92e327285d61629e214c2e59f77ffcd0999
35,dqn,4005,ns_heavy,ns_heavy,8.678571428571429,65.5,6.075,13,200,-37.50741712448434,210,10,0,1,0,0,300.0,-22.781250458676368,-0.508249999347754,-7.417916666460227,-6.800000000000003,34,8,210,0,ce98c8d35e0adfed311e50171e1b2fc62732ea3578f217c26a4fa0efcbf9c199,1,results\heldout_approach\dqn_s22\episodes.csv,35,fixed,ns_heavy,21.43095238095238,102.0,15.001666666666669,41,180,-76.06580467513633,210,30,0,1,0,0,300.0,-55.45000050961971,-2.1833041699450413,-11.83249999557156,-6.600000000000003,33,0,210,0,ce98c8d35e0adfed311e50171e1b2fc62732ea3578f217c26a4fa0efcbf9c199
36,dqn,4006,ns_heavy,ns_heavy,11.615384615384617,115.5,8.556666666666667,19,209,-51.668254773670185,221,12,0,2,0,0,300.0,-32.087500628549606,-0.9649208334762084,-11.615833311644389,-7.000000000000004,35,6,221,0,5004be780a20ddcd2dc0674f1b6b44035a678e38f90bf189f65263d4081e3a97,1,results\heldout_approach\dqn_s22\episodes.csv,36,fixed,ns_heavy,16.92760180995475,81.5,12.471666666666666,34,200,-63.83877965058422,221,21,0,2,0,0,300.0,-46.76875048642978,-1.4456541671672312,-9.02437499698718,-6.600000000000003,33,0,221,0,5004be780a20ddcd2dc0674f1b6b44035a678e38f90bf189f65263d4081e3a97
37,dqn,4007,ns_heavy,ns_heavy,8.55841121495327,95.0,6.105,13,208,-40.801096225179954,214,6,0,1,0,0,300.0,-22.89375039516017,-0.5798458348952409,-10.727499995124523,-6.600000000000003,33,8,214,0,a522cf538787597f3be58178ff05e06c3847418e6eac5700cf50946692b1b624,1,results\heldout_approach\dqn_s22\episodes.csv,37,fixed,ns_heavy,23.11682242990654,120.0,16.49,42,184,-82.15284201869726,214,30,0,1,0,0,300.0,-59.19375034421682,-2.8634666642312374,-13.495625010249208,-6.600000000000003,33,0,214,0,a522cf538787597f3be58178ff05e06c3847418e6eac5700cf50946692b1b624
38,dqn,4008,ns_heavy,ns_heavy,8.79064039408867,85.5,5.95,16,201,-38.596408856918416,203,2,0,2,0,0,300.0,-22.31250052759424,-0.5341166668127699,-9.349791662511413,-6.400000000000003,32,6,203,0,a59ed68ae77c774bf9d3d1a8c84fa4a3165d0c3816201081ba9181a1ee03c737,1,results\heldout_approach\dqn_s22\episodes.csv,38,fixed,ns_heavy,21.24876847290641,105.0,14.38,37,187,-72.27248371718524,203,16,0,2,0,0,300.0,-52.462500371504575,-1.889358333568817,-11.320625012111847,-6.600000000000003,33,0,203,0,a59ed68ae77c774bf9d3d1a8c84fa4a3165d0c3816201081ba9181a1ee03c737
39,dqn,4009,ns_heavy,ns_heavy,9.382352941176473,92.5,6.911666666666667,16,212,-43.52444223784917,221,9,0,2,0,0,300.0,-25.918750576674935,-0.6048583329895334,-10.00083332818467,-7.000000000000004,35,6,221,0,fbd4fd3709f16b4d56a5edd05da72cbce7c98de7373c2a6d777fda566c55b276,1,results\heldout_approach\dqn_s22\episodes.csv,39,fixed,ns_heavy,21.67873303167421,101.0,15.97,46,185,-80.92218789908584,221,36,0,2,0,0,300.0,-58.825000398326665,-2.411562503697496,-13.085624997061668,-6.600000000000003,33,0,221,0,fbd4fd3709f16b4d56a5edd05da72cbce7c98de7373c2a6d777fda566c55b276
40,dqn,4010,ns_heavy,ns_heavy,8.766666666666667,85.0,5.7,13,189,-37.29222550213599,195,6,0,2,0,0,300.0,-21.375000515487045,-0.4805583342284082,-9.036666652420536,-6.400000000000003,32,7,195,0,581aacf59728bb790e0e99ef01480cf901208dc78450edc878d8557d9c4da475,1,results\heldout_approach\dqn_s22\episodes.csv,40,fixed,ns_heavy,13.697435897435897,70.5,8.905,22,183,-47.042538339611895,195,12,0,2,0,0,300.0,-33.36250083614141,-0.7760791667176816,-6.303958336752841,-6.600000000000003,33,0,195,0,581aacf59728bb790e0e99ef01480cf901208dc78450edc878d8557d9c4da475
41,dqn,4011,ns_heavy,ns_heavy,9.62888888888889,93.5,7.221666666666667,20,216,-43.9447671864582,225,9,0,2,0,0,300.0,-27.08125052554533,-0.6316416668640158,-9.431874994048853,-6.800000000000003,34,8,225,0,04b27479687dc7d94cc947ab3b417c9e3dc8ad760a1dc46127ec1a46d3e76464,1,results\heldout_approach\dqn_s22\episodes.csv,41,fixed,ns_heavy,22.102222222222224,113.0,16.576666666666668,45,187,-79.97345447102924,225,38,0,2,0,0,300.0,-57.69375028880313,-2.8426208386932554,-12.837083343532864,-6.600000000000003,33,0,225,0,04b27479687dc7d94cc947ab3b417c9e3dc8ad760a1dc46127ec1a46d3e76464
